J1	3510423.176 	627439.133 	1976.300 
J2	3510030.018 	627576.916 	1775.100 
J3	3509599.035 	627625.449 	1649.139 
J4	3509307.501 	627930.420 	1455.100 
J4+1	3508500.141 	628050.331 	1142.472 
J5	3507863.946 	628237.342 	1148.410 
J5+1	3507475.469 	628554.444 	1179.232 
J5+2	3507250.175 	629149.328 	1211.015 
J6	3506722.949 	629564.153 	950.610 
J7	3505942.305 	629614.345 	878.220 
J8	3504886.030 	628798.989 	1131.910 
